#JCAT	Satcat	Launch_Tag	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2025 Aug  5 0444:29
S00496	00496	1962 B IOT	1962 B IOT 18	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 23	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  4	     177	 	     511	 	 64.87 	 	LLEO/I	-	-
S00497	00497	1962 B IOT	1962 B IOT 19	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 26	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  2	     174	 	     548	 	 65.00 	 	LLEO/I	-	-
S00498	00498	1962 B IOT	1962 B IOT 20	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 10	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  2	     182	 	     394	 	 64.96 	 	LLEO/I	-	-
S00499	00499	1962 B IOT	1962 B IOT 21	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec  9	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  2	     180	 	     379	 	 64.96 	 	LLEO/I	-	-
S00500	00500	1962 B IOT	1962 B IOT 22	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 28	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  6	     184	 	     573	 	 64.86 	 	LLEO/I	-	-
S00501	00501	1962 B IOT	1962 B IOT 23	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 26	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec  3	     169	 	     737	 	 64.55 	 	LLEO/I	-	-
S00502	00502	1962 B TAU	1962 B TAU 1	P           	NRL PL120	POPPY 1 Alfa	1962 Dec 13	A08428	1962 Dec 13 0500?	Earth	1967 Feb  9 0315?	R	-	NRO/NRL	US	NRL	NRL 20"	-	      25 	 	     25 	 	      25 	 	   0.5 	 	  0.5 	 	    0.6 	 	Sphere	1963 Jan 19	     233	 	    2747	 	 70.34 	 	LEO/I	-	NRO Mission 7101A,Black Sphere?
S00503	00503	1962 B UPS	1962 B UPS 1	P           	Relay 1	Relay A	1962 Dec 13	S00515	1962 Dec 13 2351?	Earth	-	O	-	GSFC	US	RCA	Relay	-	      78 	 	     78 	 	      78 	 	   0.8 	 	  0.7 	 	    1.3 	 	Oct Frust	1963 Feb  7	    1323	 	    7436	 	 47.50 	 	MEO	-	NASA A-15:P
S00504	00504	1962 B TAU	1962 B TAU 2	P           	Injun III	Injun 3	1962 Dec 13	A08428	1962 Dec 13 0500?	Earth	1968 Aug 25 1000?	R	-	NRL	US	SUI/NRL	NRL 24"	-	      52 	 	     52 	 	      52 	 	   0.6 	 	  0.6 	 	    0.6 	 	Sphere	1963 Jan 16	     231	 	    2774	 	 70.34 	 	LEO/I	-	NRL PL127?
S00505	00505	1962 B PHI	1962 B PHI	P A         	FTV 1156	CORONA M-17	1962 Dec 14	A00311	1962 Dec 14 2133	Earth	1963 Jan  8	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     222 	 	    222 	 	    1282 	 	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1962 Dec 23	     195	 	     362	 	 70.98 	 	LLEO/I	-	:UF,:CC,NRO Mission 9050:CM,CORONA 58:CA,MURAL 17
S00506	00506	1962 B CHI	1962 B CHI	P A         	Explorer 16	NASA S-55B	1962 Dec 16	A00313	1962 Dec 16 1443	Earth	-	AO	-	LARCN	US	LARCN	S-55	-	      76 	 	     76 	 	     100 	 	   2.2 	 	  0.6 	 	    2.2 	 	Cyl	1963 Jan 22	     759	 	    1170	 	 51.99 	 	LEO/I	-	-
S00507	00507	1962 B TAU	1962 B TAU 3	P           	Calsphere 1	Calsphere 1	1962 Dec 13	A08428	1962 Dec 13 0500?	Earth	1963 Jul  1	R	-	NRL	US	NRL	NRL 6" Calsphere	-	       1 	 	      1 	 	       1 	 	   0.1 	 	  0.1 	 	    0.1 	 	Sphere	1963 Jan 19	     231	 	    2748	 	 70.34 	 	LEO/I	-	-
S00508	00508	1962 B TAU	1962 B TAU 4	P           	SURCAL 2	SURCAL 2	1962 Dec 13	A08428	1962 Dec 13 0500?	Earth	1966 Jan 18 2000?	R	-	NRL	US	NRL	Surcal	-	       4 	 	      4 	 	       4 	 	   0.2 	 	  0.2 	 	    0.2 	 	Box	1963 Jan 18	     225	 	    2734	 	 70.34 	 	LEO/I	-	-
S00509	00509	1962 B PSI	1962 B PSI 1	P           	Transit VA-1	Transit VA-1	1962 Dec 19	S00519	1962 Dec 19 0135	Earth	1986 Sep 25	R	-	BUWEPS	US	APL	Transit 5	-	      59 	 	     59 	 	      59 	 	   0.2 	 	  0.5 	 	    5.5 	 	Oct Cyl + 4 Pan	1963 Jan 19	     700	 	     723	 	 90.63 	 	LEO/P	-	-
S00510	00510	1962 B ALP	1962 B ALP 3	D  O        	deb Alouette 1	-	1962 Sep 29	S00424	1962 Sep 29 0700?	Earth	-	O	-	DRTE	CA	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec 15	     986	 	    1029	 	 80.46 	 	LEO/I	-	-
S00511	00511	1962 B ALP	1962 B ALP 4	D  O        	deb Alouette 1	-	1962 Sep 29	S00424	1962 Sep 29 0700?	Earth	-	O	-	DRTE	CA	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec 13	     983	 	    1044	 	 80.44 	 	LEO/I	-	-
S00512	00512	1962 B IOT	1962 B IOT 24	D  P        	deb Sputnik	-	1962 Oct 24	S00457	1962 Oct 24 1856	Earth	1962 Dec 31	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec 18	     172	 	     441	 	 64.92 	 	LLEO/I	-	-
S00513	00513	1962 B TAU	1962 B TAU 5	P           	NRL PL121	POPPY 1 Bravo	1962 Dec 13	A08428	1962 Dec 13 0500?	Earth	1967 Feb  5 1500?	R	-	NRO/NRL	US	NRL	NRL 20"	-	      25 	 	     25 	 	      25 	 	   0.5 	 	  0.5 	 	    0.6 	 	Sphere	1963 Jan 14	     232	 	    2492	 	 70.31 	 	LEO/I	-	NRO Mission 7101B
S00514	00514	1962 B PSI	1962 B PSI 2	C  Y        	Transit VA-1 despin weight	-	1962 Dec 19	S00509	1962 Dec 19 0135	Earth	1969 Apr 22	R	-	BUWEPS	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 14	     575	 	     732	 	 90.74 	 	LEO/P	-	-
S00515	00515	1962 B UPS	1962 B UPS 2	R3          	Delta 15 Stage 3	Altair X-248-A5DM SV-22	1962 Dec 13	R06935	1962 Dec 13 2349	Earth	-	O	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Feb  3	    1346	 	    7397	 	 47.45 	 	MEO	-	-
S00516	00516	1961 OMI	1961 OMI 162	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1962 Dec 20	     908	 	    1020	 	 66.03 	 	LEO/I	-	-
S00517	00517	1962 B OME	1962 B OME 1	P           	Kosmos-12	Zenit-2 No. 6L	1962 Dec 22	S00518	1962 Dec 22 0932	Earth	1962 Dec 30 0728?	L	50N 65E?	OKB1	SU	OKB1	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1962 Dec 24	     199	 	     387	 	 64.92 	 	LLEO/I	-	-
S00518	00518	1962 B OME	1962 B OME 2	R3          	Vostok-2 (N05) Stage 3	8A92E	1962 Dec 22	R06978	1962 Dec 22 0932	Earth	1963 Jan 22	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 Jan  2	     198	 	     366	 	 64.93 	 	LLEO/I	-	-
S00519	00519	1962 B PSI	1962 B PSI 3	R4          	Scout S118 Stage 4	Altair X-248-A5 BSB-240	1962 Dec 19	R06970	1962 Dec 19 0135	Earth	1989 Oct 21	R	-	LARCN	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 May 19	     696	 	     726	 	 90.62 	 	LEO/P	-	-
S00520	00520	1962 B TAU	1962 B TAU 6	P A         	WILD BILL 2	AFTRACK 27/Mission 7202	1962 Dec 13	A08428	1962 Dec 13 0414	Earth	1968 Mar 24 0500?	AR	-	SAFSP	US	ATI	AFTRACK	-	       5 	?	      5 	?	     976 	 	   0.1 	?	  0.2 	?	    0.2 	?	Box	1963 Jan 22	     238	 	    2762	 	 70.34 	 	LEO/I	-	NRO Mission 7202
S00521	00521	1963-001	1963-001A	R3          	Molniya 8K78 T103-09 Blok-I	8K78I	1963 Jan  4	R07059	1963 Jan  4 0858	Earth	1963 Jan  5	R	-	RVSN	SU	PROG	Blok-I	-	    2000 	?	   2000 	?	    2900 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1963 Jan  4	     152	 	     152	 	 64.63 	 	LLEO/I	-	-
S00522	00522	1963-001	1963-001B	P           	AMS	E-6 No. 2	1963 Jan  4	A00317	1963 Jan  4 0950	Earth	1963 Jan 11	R	-	OKB1	SU	OKB1	E-6 DU	KTDU-5A	    1288 	 	    500 	?	    1470 	?	   2.6 	 	  1.5 	 	    2.6 	 	Cyl + Cone	1963 Jan  7	     178	 	     194	 	 64.75 	 	LLEO/I	-	-
S00523	00523	1962 B PSI	1962 B PSI 4	C  Y        	Transit VA-1 despin weight	-	1962 Dec 19	S00509	1962 Dec 19 0135	Earth	1980 Nov 30	R	-	BUWEPS	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jan 29	     698	 	     835	 	 90.49 	 	LEO/P	-	-
S00524	00524	1963-001	1963-001C	C  M        	BOZ?	BOZ?	1963 Jan  4	A00317	1963 Jan  4 0949	Earth	1963 Jan 11	R	-	RVSN	SU	OKB1	BOZ	-	     600 	?	    300 	?	     300 	?	   0.9 	 	  2.5 	 	    2.5 	 	Irr	1963 Jan  7	     178	 	     226	 	 64.75 	 	LLEO/I	-	-
S00525	00525	1963-002	1963-002A	P A         	OPS 0048	CORONA M-18	1963 Jan  7	A00321	1963 Jan  7 2116	Earth	1963 Jan 24	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     209 	 	    209 	 	    1269 	 	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1963 Jan 17	     178	 	     312	 	 82.24 	 	LLEO/I	-	:C,:CC,NRO Mission 9051:CM,CORONA 59:CA,MURAL 18
S00526	00526	1963-002	1963-002B	D  O        	deb USAF satellite/Agena D	-	1963 Jan  7	S00525	1963 Jan  7 2120?	Earth	1963 Jan 16	R	-	NRO/CIA	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jan  9	     192	 	     364	 	 82.21 	 	LLEO/I	-	-
S00527	00527	1963-003	1963-003A	P A         	OPS 0180	Project 698BK Group 1-D	1963 Jan 16	A00324	1963 Jan 16 2206	Earth	1969 Jan  9 1200?	AR	-	NRO/SAFSP	US	LMSC/CHAIL	SAMOS F-2	-	     306 	 	    306 	 	    1176 	 	   4.0 	?	  1.5 	 	    4.0 	?	Irr	1963 Feb 17	     459	 	     533	 	 81.89 	 	LLEO/I	-	:C,:P,NRO Mission 7153:CM,Ferret 3:JP
S00528	00528	1963-003	1963-003B	C  X        	deb USAF satellite/Agena D	-	1963 Jan 16	S00527	1963 Jan 16 2300?	Earth	1963 Nov  8	R	-	NRO/SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar  1	     449	 	     514	 	 81.89 	 	LLEO/I	-	-
S00529	00529	1963-003	1963-003C	C  X        	deb USAF satellite/Agena D	-	1963 Jan 16	S00527	1963 Jan 16 2300?	Earth	1963 Dec 31	R	-	NRO/SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 20	     448	 	     538	 	 81.90 	 	LLEO/I	-	-
S00530	00530	1961 OMI	1961 OMI 163	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jan 22	     865	 	     993	 	 66.88 	 	LEO/I	-	-
S00531	00531	1961 OMI	1961 OMI 164	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1971 Apr 15	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jan 27	     506	 	    1041	 	 66.12 	 	LEO/I	-	-
S00532	00532	1963-004	1963-004B	R3          	Delta 16 Stage 3	Altair X-248-A5DM SV-330	1963 Feb 14	R07159	1963 Feb 14 0550?	Earth	1981 Nov  2	R	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Mar 16	     274	 	   34506	 	 33.12 	 	GTO	-	-
S00533	00533	1963-005	1963-005A	P           	OPS 0240	FTV 3503	1963 Feb 19	S00534	1963 Feb 19 1702?	Earth	1979 Dec 26	R	-	NRO/SAFSP	US	RCA	P35	-	      50 	 	     50 	 	      50 	 	   0.5 	 	  0.6 	 	    0.5 	 	Polyhedral Cyl	1963 Mar 23	     504	 	     791	 	100.48 	 	LEO/S	-	-
S00534	00534	1963-005	1963-005B	R4          	Scout S126 Stage 4	MG-18 S/N 6	1963 Feb 19	R07173	1963 Feb 19 1702?	Earth	1984 May 29	R	-	LARCN	US	LPC	MG-18	-	     248 	 	     24 	?	      24 	?	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Apr  1	     507	 	     786	 	100.49 	 	LEO/S	-	-
S00535	00535	1963-005	1963-005C	C  Y        	FTV 0240 despin weight	-	1963 Feb 19	S00534	1963 Feb 19 1702?	Earth	1969 Jun 29	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 27	     475	 	     753	 	100.48 	 	LEO/S	-	-
S00536	00536	1963-005	1963-005D	C  Y        	FTV 0240 despin weight	-	1963 Feb 19	S00534	1963 Feb 19 1702?	Earth	1978 Jul 18	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 21	     527	 	     832	 	100.51 	 	LEO/S	-	-
S00537	00537	1961 OMI	1961 OMI 165	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     975	 	    1578	 	 67.28 	 	LEO/I	-	-
S00538	00538	1961 OMI	1961 OMI 166	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     862	 	     991	 	 67.85 	 	LEO/I	-	-
S00539	00539	1961 OMI	1961 OMI 167	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1991 Feb 24	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 14	     966	 	    1040	 	 67.00 	 	LEO/I	-	-
S00540	00540	1961 OMI	1961 OMI 168	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1991 Aug 20	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1991 Aug 19	     296	 	     336	 	 66.79 	 	LLEO/I	-	-
S00541	00541	1961 OMI	1961 OMI 169	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     921	 	    1056	 	 67.24 	 	LEO/I	-	-
S00542	00542	1961 OMI	1961 OMI 170	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1991 Jul  6	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1991 Jun 12	     403	 	     431	 	 68.12 	 	LLEO/I	-	-
S00543	00543	1961 OMI	1961 OMI 171	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     978	 	    1093	 	 67.03 	 	LEO/I	-	-
S00544	00544	1961 OMI	1961 OMI 172	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     940	 	    1255	 	 66.88 	 	LEO/I	-	-
S00545	00545	1961 OMI	1961 OMI 173	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     919	 	    1204	 	 67.26 	 	LEO/I	-	-
S00546	00546	1961 OMI	1961 OMI 174	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2014 Nov  5	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     965	 	    1221	 	 67.25 	 	LEO/I	-	-
S00547	00547	1961 OMI	1961 OMI 175	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1989 Nov 20	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     965	 	    1015	 	 66.89 	 	LEO/I	-	-
S00548	00548	1961 OMI	1961 OMI 176	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     669	 	     976	 	 66.72 	 	LEO/I	-	-
S00549	00549	1961 OMI	1961 OMI 177	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     975	 	    1315	 	 66.68 	 	LEO/I	-	-
S00550	00550	1961 OMI	1961 OMI 178	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1991 Feb  3	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 26	     959	 	    1051	 	 67.05 	 	LEO/I	-	-
S00551	00551	1961 OMI	1961 OMI 179	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1990 Feb 16	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1967 Nov  2	     647	 	     966	 	 66.80 	 	LEO/I	-	-
S00552	00552	1961 OMI	1961 OMI 180	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Feb 27	     619	 	    1042	 	 66.71 	 	LEO/I	-	-
S00553	00553	1963-004	1963-004A	P           	Syncom 1	HS-301 Syncom A	1963 Feb 14	S00532	1963 Feb 14 0550?	Earth	-	O	-	GSFC	US	HSES	HS-301	TE-M-375	      32 	 	     27 	?	      68 	 	   0.4 	 	  0.7 	 	    0.4 	 	Cyl	1963 Oct 14	   34181	 	   37015	 	 33.51 	 	GEO/NS	-	NASA A-25:P
S00554	00554	1963-006	1963-006A	P           	Kosmos-13	Zenit-2 No. 9L	1963 Mar 21	S00555	1963 Mar 21 0839?	Earth	1963 Mar 29 0635?	L	KRZ?	OKB1	SU	OKB1	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 Mar 23	     201	 	     318	 	 64.95 	 	LLEO/I	-	-
S00555	00555	1963-006	1963-006B	R3          	Vostok-2 (N06) Stage 3	8A92E	1963 Mar 21	R07293	1963 Mar 21 0839?	Earth	1963 Apr  9	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 Apr  1	     193	 	     289	 	 64.94 	 	LLEO/I	-	-
S00556	00556	1961 OMI	1961 OMI 181	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1990 May 28	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1990 May 27	     255	 	     288	 	 67.09 	 	LLEO/I	-	-
S00557	00557	1961 OMI	1961 OMI 182	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	1967 Feb 14	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 26	     459	 	     864	 	 67.55 	 	LEO/I	-	-
S00558	00558	1961 OMI	1961 OMI 183	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 May 20	     964	 	    1728	 	 65.71 	 	LEO/I	-	-
S00559	00559	1961 OMI	1961 OMI 184	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 27	     851	 	    1059	 	 66.60 	 	LEO/I	-	-
S00560	00560	1961 OMI	1961 OMI 185	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 27	     904	 	    1620	 	 67.17 	 	LEO/I	-	-
S00561	00561	1961 OMI	1961 OMI 186	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Mar 27	     973	 	    2132	 	 67.77 	 	LEO/I	-	-
S00562	00562	1963-007	1963-007A	P A         	OPS 0720	CORONA M-19	1963 Apr  1	A00327	1963 Apr  1 2308	Earth	1963 Apr 26	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     215 	 	    215 	 	    1275 	 	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1963 Apr  8	     198	 	     381	 	 75.25 	 	LLEO/I	-	:C,:CC,NRO Mission 9053:CM,CORONA 62:CA,MURAL 19
S00563	00563	1963-008	1963-008A	R3          	Molniya 8K78 (N13) Blok-I	8K78I	1963 Apr  2	R07347	1963 Apr  2 0825	Earth	1963 Apr  3	R	-	RVSN	SU	PROG	Blok-I	-	    2000 	?	   2000 	?	    3500 	?	   9.4 	 	  2.7 	 	    9.4 	 	Cyl	1963 Apr  2	     167	 	     182	 	 64.77 	 	LLEO/I	-	-
S00564	00564	1963-009	1963-009A	P           	Explorer 17	AE-A	1963 Apr  3	S00565	1963 Apr  3 0208	Earth	1966 Nov 24 0830?	R	-	GSFC	US	GSFC	S-6	-	     184 	 	    184 	 	     184 	 	   0.9 	 	  0.9 	 	    1.8 	 	Sphere + Ant	1963 May  5	     246	 	     914	 	 57.61 	 	LLEO/I	-	NASA S-6
S00565	00565	1963-009	1963-009B	R3          	Delta 17 Stage 3	Altair X-248-A5DM? SU-338	1963 Apr  3	R07357	1963 Apr  3 0208	Earth	1963 Nov 24	R	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 May  5	     239	 	     875	 	 57.59 	 	LLEO/I	-	-
S00566	00566	1963-008	1963-008B	P   D       	Luna-4	E-6 No. 4	1963 Apr  2	A00328	1963 Apr  2 0920	Earth	1963 Apr  3 0005?	DSO	D00036	OKB1	SU	OKB1	E-6 DU	KTDU-5A	    1240 	 	    500 	?	    1422 	?	   2.6 	 	  1.5 	 	    2.6 	 	Cyl + Cone	1963 Apr  2	     200	?	  694000	 	 65.00 	?	CLO	-	-
S00567	00567	1963-010	1963-010A	P           	Kosmos-14	Omega-1 No. 1	1963 Apr 13	S00568	1963 Apr 13 1107?	Earth	1963 Aug 29	R	-	VNIEM	SU	VNIEM	Omega-1	-	     200 	?	    200 	?	     200 	?	   2.0 	?	  1.2 	?	    3.0 	?	Cyl + 2 Pan	1963 May 16	     262	 	     445	 	 48.95 	 	LLEO/I	-	-
S00568	00568	1963-010	1963-010B	R2          	Kosmos 63S1 (N12) Stage 2	S1	1963 Apr 13	R07398	1963 Apr 13 1107?	Earth	1963 Jul  6	R	-	RVSN	SU	OKB586	S1	-	     840 	 	    840 	 	     840 	 	   8.0 	 	  1.6 	 	    8.0 	 	Cyl	1963 May 20	     248	 	     426	 	 48.94 	 	LLEO/I	-	-
